pub_date	title	venue	excerpt	citation	url_slug	paper_url

2022-11-02	StarRescue: Transforming A Pong Game to Visually Convey the Concept of Turn-taking to Children with Autism.	In Extended Abstracts of the 2022 Annual Symposium on Computer-Human Interaction in Play (CHI PLAY '22).	Association for Computing Machinery, New York, NY, USA, 246–252.	Yuxuan Huang*, <strong>Yihe Wang*</strong>, Tongxin Xiao, Rongqi Bei, Yuhang Zhao, Zhicong Lu, and Xin Tong. (2022). StarRescue: Transforming A Pong Game to Visually Convey the Concept of Turn-taking to Children with Autism. <i>In Extended Abstracts of the 2022 Annual Symposium on Computer-Human Interaction in Play (CHI PLAY '22)</i> Association for Computing Machinery, New York, NY, USA, 246–252. https://doi.org/10.1145/3505270.3558320	starrescue	https://wongyihe.github.io/publications/2022-11-02-starrescue
